1.170387500000000000e+04,1.170597909600757339e+04,1.170786284678004995e+04,1.170991265033357558e+04,1.171239267865987131e+04,1.171459277925678180e+04,1.171645600163184645e+04,1.171843099662236637e+04,1.172011555783522999e+04,1.172208204909139931e+04,1.172378886841648637e+04,1.172549506898748768e+04,1.172761440764001600e+04,1.172998531756038210e+04,1.173199821193779280e+04,1.173373939174849147e+04,1.173576368076220206e+04,1.173793907374914852e+04,1.174000059745808539e+04,1.174206436299231063e+04,1.174405145956076376e+04,1.174602361569455206e+04,1.174799901122938536e+04,1.175003564332691349e+04,1.175212417440553145e+04,1.175415388192928731e+04,1.175623339449557534e+04,1.175829972181425182e+04,1.176036404753314855e+04,1.176242284882788408e+04,1.176445932845450807e+04,1.176639748215607506e+04,1.176827341424125188e+04,1.177007963107022260e+04,1.177182652155338656e+04,1.177349674327669345e+04,1.177504832171746057e+04,1.177649284919108140e+04,1.177785804812871356e+04,1.177915883635262799e+04,1.178049899576440475e+04,1.178169587830818637e+04,1.178294340028947772e+04,1.178428538289761127e+04,1.178623321545208273e+04,1.178808153503675021e+04,1.178885962710184867e+04,1.178993343301773348e+04,1.179131748520968358e+04,1.179242031209199013e+04,1.179275177383114715e+04,1.179318634090224987e+04,1.179421641651285245e+04,1.179488702947814272e+04,1.179538663219338741e+04,1.179587934400908125e+04,1.179633025894479943e+04,1.179671890950901616e+04,1.179697099925227121e+04,1.179716028432227540e+04,1.179716109272210088e+04,1.179701233691318885e+04,1.179646403170997291e+04,1.179582124975764236e+04,1.179555390466718382e+04,1.179520368443233747e+04,1.179463040021637789e+04,1.179380447869939235e+04,1.179256293589801680e+04,1.179124540921643165e+04,1.179043756838941772e+04,1.178973606436922819e+04,1.178887923353592123e+04,1.178809161903305176e+04,1.178729063257921553e+04,1.178636350422989381e+04,1.178537516094013336e+04,1.178438439445969379e+04,1.178319843461972596e+04,1.178169307389399182e+04,1.178019482955517378e+04,1.177865510832488508e+04,1.177755271807404279e+04,1.177686730137966151e+04,1.177567877715629947e+04,1.177542250301354579e+04,1.177167549627005610e+04,1.176749448409039178e+04,1.176712210570142270e+04,1.176495550366732277e+04,1.176182282344722989e+04,1.175915591886624861e+04,1.175805504223013122e+04,1.175648564395065478e+04,1.175409083797800486e+04,1.175180832768747496e+04,1.174936150189188993e+04,1.174757794499545162e+04,1.174503920701324932e+04,1.174195507812500000e+04
1.028757031250000000e+04,1.029074242778294320e+04,1.029374536446506136e+04,1.029669511378896277e+04,1.029984700124848678e+04,1.030276442897378911e+04,1.030544452802501655e+04,1.030811921647049166e+04,1.031041763547286791e+04,1.031280773053741177e+04,1.031501445103513652e+04,1.031721182585874521e+04,1.031967448584910017e+04,1.032225386803802394e+04,1.032469435044103557e+04,1.032713748289983960e+04,1.032974916437402680e+04,1.033239447094332900e+04,1.033510515984261656e+04,1.033790107363541756e+04,1.034086859530345828e+04,1.034387554587516388e+04,1.034706426391813693e+04,1.035042124418463391e+04,1.035390838308578168e+04,1.035739708832223914e+04,1.036097950297617172e+04,1.036450384590098110e+04,1.036794413698675999e+04,1.037115825484505331e+04,1.037427477413901579e+04,1.037704134223750589e+04,1.037965673107891962e+04,1.038220162800101753e+04,1.038470835401081786e+04,1.038712285130057353e+04,1.038938320297573227e+04,1.039174417731937137e+04,1.039429595488634732e+04,1.039666593327586634e+04,1.039858470301364650e+04,1.040033603257440336e+04,1.040199969135807987e+04,1.040372101787704742e+04,1.040579397934716872e+04,1.040760887018001085e+04,1.040816449066201130e+04,1.040915199158903488e+04,1.041075622682781614e+04,1.041204188265108860e+04,1.041256595377564008e+04,1.041308600189227764e+04,1.041401655983766977e+04,1.041459497844777434e+04,1.041493893573217429e+04,1.041539391454083307e+04,1.041583393010785585e+04,1.041616657941776430e+04,1.041635216154358386e+04,1.041644438121248095e+04,1.041650279671974386e+04,1.041645610180352014e+04,1.041600628067884463e+04,1.041541488066822058e+04,1.041492510512866102e+04,1.041423375762866453e+04,1.041329945687546206e+04,1.041219072495224100e+04,1.041082529543484998e+04,1.040946874713862962e+04,1.040870786895648234e+04,1.040802581379747971e+04,1.040707538429975466e+04,1.040603590594337766e+04,1.040504865152058119e+04,1.040388613939256720e+04,1.040263207195670475e+04,1.040142747696947845e+04,1.039993264236627692e+04,1.039820787383051538e+04,1.039642890346287277e+04,1.039467936664845001e+04,1.039317868002551586e+04,1.039181990652564127e+04,1.038975682604532085e+04,1.038858088043020689e+04,1.038450939598964214e+04,1.038040408186907007e+04,1.038066264679146661e+04,1.037884921680292609e+04,1.037539394746984544e+04,1.037249401047687752e+04,1.037136075223776425e+04,1.036986141865589343e+04,1.036713625468326609e+04,1.036451017838340158e+04,1.036203415131991278e+04,1.036022190210966437e+04,1.035738569834561349e+04,1.035401074218750000e+04
9.114020507812500000e+03,9.116807008877984117e+03,9.119437160118204702e+03,9.121968674776251646e+03,9.124706170009856578e+03,9.127296212090797781e+03,9.129713934755334776e+03,9.132211617741486407e+03,9.134490147532636911e+03,9.136930074758705814e+03,9.139313131715010968e+03,9.141693503321794196e+03,9.144360475191013393e+03,9.147195134412526386e+03,9.149815761154914071e+03,9.152367631807697762e+03,9.155078462268053045e+03,9.157956587880784355e+03,9.160874738041460660e+03,9.163876130449008997e+03,9.167052954139269787e+03,9.170254350490657089e+03,9.173631618889501624e+03,9.177019248071337643e+03,9.180515533490372036e+03,9.183927237134610550e+03,9.187407626101939968e+03,9.190856349294181200e+03,9.194210347585985801e+03,9.197274646220255818e+03,9.200164714019587336e+03,9.202718859646311103e+03,9.205098351466740496e+03,9.207388951127688415e+03,9.209617988505026005e+03,9.211803927975914121e+03,9.213914863794378107e+03,9.215996781307392666e+03,9.218058977640315788e+03,9.219927146539148453e+03,9.221578323385578187e+03,9.222981593637365222e+03,9.224259679614491688e+03,9.225609647432327620e+03,9.227190595117510384e+03,9.228634491771648754e+03,9.229002010857551795e+03,9.229539646950497627e+03,9.230433558479549902e+03,9.231150801414571106e+03,9.231263856560412023e+03,9.231459623970718894e+03,9.232066487975498603e+03,9.232302507508775307e+03,9.232132449951724993e+03,9.231982326949428170e+03,9.231835260199299228e+03,9.231686203495844893e+03,9.231427338814652103e+03,9.231161224694860721e+03,9.230872426582993285e+03,9.230498957709145543e+03,9.229939099281646122e+03,9.229360301112421439e+03,9.228925001657116809e+03,9.228344198088730991e+03,9.227682671542135722e+03,9.226939444293026099e+03,9.225928435123769304e+03,9.224908930524881725e+03,9.224196994501799054e+03,9.223461378766296548e+03,9.222366819541084624e+03,9.221045245135914229e+03,9.219624370815010479e+03,9.218097308397085726e+03,9.216573025347242947e+03,9.215113100375741851e+03,9.213606617542754975e+03,9.211889338170944029e+03,9.210180144844076494e+03,9.208529969987792356e+03,9.207140623939849320e+03,9.205846772355420399e+03,9.203831876476582693e+03,9.202612945532977392e+03,9.198661361941165524e+03,9.194638580960221589e+03,9.194699921391842508e+03,9.192808760821304531e+03,9.189490630627587961e+03,9.186707763312768293e+03,9.185647411951977119e+03,9.184311450342633179e+03,9.181705108343698157e+03,9.179188602483467548e+03,9.176795365035686700e+03,9.174971653846538175e+03,9.172228801627450594e+03,9.168900390625000000e+03
8.083523925781250000e+03,8.085900597650814234e+03,8.088080289823737985e+03,8.090276684757619478e+03,8.092713066359577169e+03,8.094995336133842102e+03,8.097085341291531222e+03,8.099266056529643720e+03,8.101278619026488741e+03,8.103500681057803376e+03,8.105704172618462508e+03,8.107974794567663594e+03,8.110649164801872757e+03,8.113520669066944720e+03,8.116234036664493033e+03,8.118860057505948134e+03,8.121746159648975663e+03,8.124830865591031397e+03,8.127929115051176268e+03,8.131073407216421401e+03,8.134285615991899249e+03,8.137443336862355864e+03,8.140633752343233937e+03,8.143747043659730480e+03,8.146836907380492448e+03,8.149799838164120047e+03,8.152684193909631176e+03,8.155439360311884229e+03,8.158145847986054832e+03,8.160536392431387867e+03,8.162847938239464384e+03,8.165006594001146368e+03,8.167053142979845688e+03,8.169010294798474206e+03,8.170862863857437333e+03,8.172578732971996942e+03,8.174150731704227837e+03,8.175662384325412859e+03,8.177054404459726356e+03,8.178436206724893054e+03,8.179966459521450815e+03,8.181177964407424952e+03,8.182260051664376988e+03,8.183348285796890195e+03,8.184379873011787822e+03,8.185321560993666935e+03,8.185552255582777434e+03,8.185818215250827052e+03,8.186394338107701515e+03,8.186881252447155930e+03,8.186734234621258111e+03,8.186669498999999632e+03,8.187003632010053479e+03,8.186980240208480609e+03,8.186512085187358025e+03,8.186016829773937388e+03,8.185590131503809971e+03,8.185205907510966426e+03,8.184689573670410937e+03,8.184169751574302609e+03,8.183540455851170918e+03,8.182763020336727095e+03,8.181826482220018079e+03,8.180940398640714193e+03,8.180207966251649850e+03,8.179383772449156822e+03,8.178536005111502163e+03,8.177640330520112002e+03,8.176588192803288621e+03,8.175568120671506222e+03,8.174752565246843005e+03,8.173927657147580248e+03,8.172838498364721090e+03,8.171457177332479660e+03,8.169875311518366289e+03,8.168228583573872129e+03,8.166552534057585035e+03,8.164892966186428566e+03,8.163382041742909678e+03,8.161695585779109024e+03,8.160121242142447954e+03,8.158649249368465462e+03,8.157586564770378573e+03,8.156706023344946516e+03,8.155226698962173032e+03,8.154488770007663334e+03,8.151084971565553133e+03,8.147508123810258439e+03,8.147671395998534535e+03,8.146226903637326359e+03,8.143577871173303720e+03,8.141333177667722339e+03,8.140396149305173822e+03,8.139145455619422137e+03,8.136912720444410297e+03,8.134635098435664986e+03,8.132385535805292420e+03,8.130700488970674996e+03,8.128108302707920302e+03,8.124963867187500000e+03
7.162917480468750000e+03,7.164882613769308591e+03,7.166699922036729731e+03,7.168541110434551229e+03,7.170640383894054139e+03,7.172591999971711630e+03,7.174321630456716775e+03,7.176144385670184420e+03,7.177760735160551121e+03,7.179597341697890442e+03,7.181345361824720385e+03,7.183117541357044502e+03,7.185316372078173117e+03,7.187739254050315139e+03,7.189955314290569731e+03,7.192061364605375275e+03,7.194478825121441332e+03,7.197107151404121396e+03,7.199771442747167384e+03,7.202524145733185833e+03,7.205320609790753224e+03,7.208114534105829989e+03,7.210904589831033263e+03,7.213654745320518487e+03,7.216341952712516104e+03,7.218847118349819539e+03,7.221200603571039210e+03,7.223383113046633298e+03,7.225493436796743481e+03,7.227390425322912961e+03,7.229195401477150881e+03,7.230902407635635427e+03,7.232542455986831555e+03,7.234039175952691949e+03,7.235422045010978763e+03,7.236754711948203294e+03,7.238090732594616384e+03,7.239425240811259755e+03,7.240578388682167315e+03,7.241734620233290116e+03,7.243223567383009140e+03,7.244341355052806648e+03,7.245297643422999499e+03,7.246279283649433637e+03,7.246992884414012224e+03,7.247723437231950811e+03,7.247920895059783106e+03,7.248003078009131059e+03,7.248402869634802300e+03,7.248734354137460286e+03,7.248491598803548186e+03,7.248267440391405216e+03,7.248334265330869130e+03,7.248076551707550607e+03,7.247394861929309627e+03,7.246706686318936590e+03,7.246116947106873340e+03,7.245553023272028440e+03,7.244819789688376659e+03,7.244061380731441204e+03,7.243217255536644188e+03,7.242219853013210013e+03,7.241038122915140775e+03,7.239917314286678447e+03,7.238790771450183456e+03,7.237560507041742312e+03,7.236241858486955607e+03,7.234879590397394168e+03,7.233417963497637174e+03,7.232025865142737530e+03,7.230838129911113356e+03,7.229658263831387558e+03,7.228350247738648250e+03,7.226826815873007945e+03,7.225181515111198678e+03,7.223583391206511806e+03,7.221954213401939342e+03,7.220353630747746138e+03,7.218941054163636181e+03,7.217331796816923998e+03,7.215788690918314387e+03,7.214286470950289186e+03,7.213143106929879650e+03,7.212223304705829833e+03,7.211169950678906389e+03,7.210933307540201895e+03,7.208210222879046341e+03,7.205133640437228678e+03,7.205463127767683545e+03,7.204333614093710821e+03,7.202373316565925052e+03,7.200705819616125154e+03,7.199783073144583796e+03,7.198510263117215800e+03,7.196527541877983822e+03,7.194319970105490938e+03,7.192175086696585822e+03,7.190630800681671644e+03,7.188531027952296427e+03,7.185957519531250000e+03
6.331417480468750000e+03,6.333044943526962015e+03,6.334525202087244907e+03,6.336012382963454002e+03,6.337724340738195679e+03,6.339265400234480694e+03,6.340604393814119248e+03,6.342018480359074601e+03,6.343236025714672905e+03,6.344615955141774066e+03,6.345925580543866090e+03,6.347235169980192950e+03,6.348851548485605235e+03,6.350638522857375392e+03,6.352254081586580469e+03,6.353769795313453869e+03,6.355518935003025945e+03,6.357446173034421008e+03,6.359387419779952324e+03,6.361385096500500367e+03,6.363374673308166166e+03,6.365301066313755655e+03,6.367215271984892752e+03,6.369056982041860465e+03,6.370915055534100247e+03,6.372641511740199348e+03,6.374343124355122200e+03,6.376002172835078454e+03,6.377686175516559160e+03,6.379217463123723064e+03,6.380719943561243781e+03,6.382174905714975466e+03,6.383553801020426363e+03,6.384759133817668044e+03,6.385860691794036939e+03,6.386935095910515884e+03,6.388043403787497482e+03,6.389085357864953039e+03,6.389854082127922084e+03,6.390584193076659176e+03,6.391706552327955251e+03,6.392462884375298017e+03,6.393153901977450914e+03,6.393899710346566280e+03,6.394311767608130140e+03,6.394873979442919335e+03,6.395261756821829294e+03,6.395459808081708616e+03,6.395879483157819777e+03,6.396226866431315102e+03,6.395984567312385479e+03,6.395706189188075768e+03,6.395675069982864443e+03,6.395301054467382528e+03,6.394428965065426382e+03,6.393559609300989905e+03,6.392829665482324344e+03,6.392166299569289549e+03,6.391254520847951426e+03,6.390292695288286268e+03,6.389192932867492345e+03,6.387906198524419779e+03,6.386456350490193472e+03,6.385116284360202371e+03,6.383785316317570505e+03,6.382399310101180163e+03,6.381060776213489589e+03,6.379730051859036394e+03,6.378180174781114147e+03,6.376624041708731056e+03,6.374935112921761174e+03,6.373128502719226162e+03,6.371221545648066240e+03,6.369166393065915145e+03,6.367301820787459292e+03,6.365696631195155533e+03,6.364219516632889281e+03,6.362773379337098959e+03,6.361473408267359446e+03,6.359893319754559343e+03,6.358391174864087589e+03,6.356951143413113641e+03,6.355685600735823755e+03,6.354555293111316132e+03,6.353322751745668938e+03,6.353058940597379660e+03,6.350840049932354304e+03,6.348348038442059988e+03,6.348832738880717443e+03,6.347878159258378219e+03,6.345989123436136651e+03,6.344420239762199344e+03,6.343668819775593875e+03,6.342656615827077076e+03,6.341108097975537930e+03,6.339184626337039845e+03,6.337319575268429617e+03,6.336019458486776784e+03,6.334317861408428143e+03,6.332197265625000000e+03
5.571589355468750000e+03,5.573012944108859301e+03,5.574298167947627007e+03,5.575605447029825882e+03,5.577128211372289115e+03,5.578476224417114281e+03,5.579638786857276500e+03,5.580840689725098855e+03,5.581800812824463719e+03,5.582873163647535875e+03,5.583810066395953072e+03,5.584721101211212044e+03,5.585867391391834644e+03,5.587106432063917964e+03,5.588177736868266948e+03,5.589194074792868378e+03,5.590378667904527902e+03,5.591636927665092117e+03,5.592864133497443618e+03,5.594063097376016231e+03,5.595193850996417495e+03,5.596202095439904951e+03,5.597178534697966825e+03,5.598111273554678519e+03,5.599085069034774278e+03,5.600015127727840081e+03,5.600996739428147521e+03,5.602020434060161278e+03,5.603100096915344693e+03,5.604098635567361271e+03,5.605087836453846649e+03,5.606077783560120224e+03,5.607041892565184753e+03,5.607896481595313162e+03,5.608668949956200777e+03,5.609397646639474260e+03,5.610130831485821545e+03,5.610763530975252252e+03,5.611059978959941873e+03,5.611272366047249307e+03,5.611851341733988193e+03,5.612135281549314641e+03,5.612494938424590146e+03,5.612967632650670566e+03,5.613227482212806535e+03,5.613610506784199970e+03,5.613671777617286352e+03,5.613596674257029008e+03,5.613838333005688582e+03,5.614029129372687748e+03,5.613748143236295618e+03,5.613431795906566549e+03,5.613440663102492181e+03,5.613206038044685556e+03,5.612415692604668948e+03,5.611613988635660462e+03,5.610807451483330624e+03,5.610031396972615767e+03,5.608890239467826177e+03,5.607702937275884324e+03,5.606348684786162266e+03,5.604815062337642303e+03,5.603175281258161704e+03,5.601634716646831293e+03,5.600131820978815085e+03,5.598598886075082191e+03,5.597200725447993136e+03,5.595875000543549504e+03,5.594280877219286594e+03,5.592659813538828530e+03,5.590745237403029023e+03,5.588685188278597707e+03,5.586639074848668315e+03,5.584468683291381240e+03,5.582523799177974070e+03,5.580825301866488189e+03,5.579315146199356604e+03,5.577837703330679687e+03,5.576573082188498120e+03,5.575036096995876505e+03,5.573562509488718206e+03,5.572172805736010559e+03,5.570931633393141965e+03,5.569842176627389563e+03,5.568597059252520012e+03,5.568280867410405335e+03,5.566199301173137428e+03,5.563933342175748294e+03,5.564612553439628755e+03,5.563917547803076559e+03,5.562015444775523065e+03,5.560425886584439468e+03,5.559735943509327626e+03,5.558778454755203711e+03,5.557507025937664366e+03,5.555876835885595938e+03,5.554305127354746219e+03,5.553297763550071068e+03,5.552015144040844461e+03,5.550389160156250000e+03
4.870525390625000000e+03,4.871666965215367782e+03,4.872701887166271263e+03,4.873793653325728883e+03,4.875143590889123516e+03,4.876334387959703236e+03,4.877314784529709868e+03,4.878319062491109435e+03,4.879077280746449105e+03,4.879959734928180296e+03,4.880676376833748691e+03,4.881362407421969692e+03,4.882254708885066066e+03,4.883239238322004894e+03,4.883961338231023547e+03,4.884535114455986331e+03,4.885211486201274056e+03,4.885921651907475280e+03,4.886551542963417887e+03,4.887123282168498918e+03,4.887616647623915014e+03,4.888044141032812149e+03,4.888469996463987627e+03,4.888881362280264511e+03,4.889326998540842396e+03,4.889697055069154885e+03,4.890132758428327179e+03,4.890586390787472737e+03,4.891094089156814334e+03,4.891560561196220078e+03,4.892057905444563403e+03,4.892589122761535691e+03,4.893126938582915500e+03,4.893556924214337414e+03,4.893895563797729665e+03,4.894160868941271474e+03,4.894401484576307666e+03,4.894572978593423613e+03,4.894545484163794754e+03,4.894470781906935372e+03,4.894612815166604378e+03,4.894553761636363561e+03,4.894538135732948831e+03,4.894614360578092601e+03,4.894650721404759679e+03,4.894754493057242144e+03,4.894394328364658577e+03,4.893973610085045948e+03,4.893867042790652704e+03,4.893695291990096848e+03,4.892946899397088600e+03,4.892247999208597321e+03,4.891873512962221866e+03,4.891391300550934830e+03,4.890471821669028941e+03,4.889531041524362081e+03,4.888502744973582594e+03,4.887466304097273678e+03,4.886149871683262973e+03,4.884811148855520514e+03,4.883390054874591442e+03,4.881732010330279081e+03,4.879851071834256800e+03,4.878029143692628168e+03,4.876407614611429381e+03,4.874799759316983000e+03,4.873288164839761521e+03,4.871793932084305197e+03,4.870008151265976267e+03,4.868182181533209587e+03,4.866070762107121482e+03,4.863825394094169496e+03,4.861812824291987454e+03,4.859782552621676587e+03,4.857955486079255934e+03,4.856403364779402182e+03,4.854882914044130302e+03,4.853338263829454263e+03,4.852107779499713615e+03,4.850684734400216257e+03,4.849425454092111067e+03,4.848281077938334420e+03,4.847193734042730284e+03,4.846253201238829206e+03,4.845192491144461201e+03,4.845046528542167835e+03,4.843142252247786018e+03,4.841032015350491747e+03,4.841845732563609090e+03,4.841411784131975764e+03,4.839843836591528998e+03,4.838415793091229716e+03,4.837602094386182216e+03,4.836512254631944415e+03,4.835257535157586062e+03,4.833724106195070817e+03,4.832338686079459876e+03,4.831560805664183135e+03,4.830719698581719058e+03,4.829565429687500000e+03
4.219414550781250000e+03,4.220232811055911952e+03,4.220921369707384656e+03,4.221721692607114164e+03,4.222792679422696892e+03,4.223677794840012211e+03,4.224352462216578715e+03,4.225035496168680766e+03,4.225486436841330942e+03,4.226066870575721623e+03,4.226509114095376390e+03,4.226918445936988974e+03,4.227546346337190698e+03,4.228293123928560817e+03,4.228698823189802170e+03,4.228858321134832295e+03,4.229131265300545238e+03,4.229456850947676685e+03,4.229712256588394666e+03,4.229964732052934778e+03,4.230195638296790094e+03,4.230395387634268445e+03,4.230607520671102975e+03,4.230804244380266027e+03,4.230981639907064164e+03,4.231006002233849358e+03,4.231021901306952714e+03,4.231027052425450165e+03,4.231051458299673868e+03,4.231070184009744480e+03,4.231135296130574716e+03,4.231205910824031889e+03,4.231282088456112433e+03,4.231283001128492288e+03,4.231242977491633610e+03,4.231178651504408663e+03,4.231106955225335696e+03,4.231021906551466600e+03,4.230782250557675980e+03,4.230526813242440767e+03,4.230459245134398770e+03,4.230174981709670647e+03,4.229834402109014263e+03,4.229539765759201146e+03,4.229268395718364445e+03,4.228993520894235189e+03,4.228201943100398239e+03,4.227456605830757326e+03,4.226994769796478067e+03,4.226395723888713292e+03,4.225150243681571737e+03,4.223848453299924586e+03,4.222933592022798621e+03,4.221790391632329374e+03,4.220418152621940862e+03,4.219099564978887429e+03,4.217972531174623327e+03,4.216897382444853065e+03,4.215730655395384019e+03,4.214559572602722255e+03,4.213221171026007141e+03,4.211687329188095646e+03,4.210019540104529369e+03,4.208550648681921302e+03,4.207410563764365179e+03,4.206159165457325798e+03,4.204449578297830158e+03,4.202370519875502396e+03,4.199692409639442303e+03,4.196885567120499218e+03,4.194096568864400069e+03,4.191322542070356576e+03,4.188954073830243942e+03,4.186704725074364433e+03,4.184724201029135656e+03,4.183103928677453951e+03,4.181432468613421406e+03,4.179839836178523001e+03,4.178736491369343639e+03,4.177578734595605965e+03,4.176581174864635614e+03,4.175688979953908529e+03,4.174808141048994912e+03,4.174053613148465956e+03,4.173372718288869692e+03,4.173606849018720823e+03,4.172154233599745567e+03,4.170468098661803197e+03,4.171286890362422128e+03,4.170923549613652540e+03,4.169519648747260362e+03,4.168157020847477725e+03,4.167243184841248876e+03,4.166159642720063857e+03,4.165120837481458693e+03,4.163735330901676207e+03,4.162445975738688503e+03,4.161830460413057153e+03,4.161411419702542844e+03,4.160734863281250000e+03
3.611616699218750000e+03,3.612055679472033262e+03,3.612393415852949602e+03,3.612857791891172837e+03,3.613587186560443115e+03,3.614155658576747101e+03,3.614523078151081791e+03,3.614912956355721690e+03,3.615068609718849075e+03,3.615370295840204108e+03,3.615543280711782245e+03,3.615655543609001597e+03,3.615962012968726413e+03,3.616355615954454152e+03,3.616406607750929197e+03,3.616239541820099930e+03,3.616197427897252510e+03,3.616230387985975540e+03,3.616248361837201628e+03,3.616315733723984522e+03,3.616394625477889804e+03,3.616478743779943215e+03,3.616610412736444232e+03,3.616690532962998532e+03,3.616759121506709107e+03,3.616678502304237554e+03,3.616552134276335437e+03,3.616359839573737190e+03,3.616122877841156424e+03,3.615768474973936009e+03,3.615387457248371902e+03,3.614925607520443464e+03,3.614437514013658983e+03,3.613919118425613306e+03,3.613428162088383942e+03,3.613008046310427289e+03,3.612634059688896741e+03,3.612319950867571606e+03,3.611952301939733388e+03,3.611479183212833050e+03,3.611084362351507480e+03,3.610515724849930848e+03,3.609884112907219787e+03,3.609331512702275631e+03,3.608920783527221829e+03,3.608508809778154500e+03,3.607384210625119977e+03,3.606301514613249310e+03,3.605655368836295565e+03,3.604820220242373125e+03,3.603441655183941293e+03,3.602070401958859748e+03,3.601305430907624668e+03,3.600157127759058767e+03,3.598694732924810978e+03,3.597285711405389065e+03,3.595982030188052249e+03,3.594663592895300553e+03,3.593184946327978651e+03,3.591724159254651568e+03,3.590023857814499024e+03,3.588175910222834773e+03,3.586254383290513033e+03,3.584515806867682841e+03,3.582849081725365068e+03,3.580974773182242643e+03,3.578810088219488534e+03,3.576415245883451917e+03,3.573342814060038563e+03,3.570041145891328597e+03,3.566882776514054967e+03,3.563805345788056911e+03,3.561040100001343490e+03,3.558312002811470848e+03,3.555790127699043296e+03,3.553705700483879809e+03,3.551703468245642853e+03,3.550014375771583673e+03,3.548982455766781186e+03,3.548020803075114145e+03,3.547220403849526974e+03,3.546571607993113048e+03,3.546420855588737140e+03,3.546403309243554759e+03,3.546299390675305403e+03,3.546907250562340323e+03,3.545694606126096460e+03,3.544258032342298065e+03,3.545064571860859814e+03,3.544770155714838438e+03,3.543376003704639515e+03,3.542046274558335881e+03,3.541290274560808029e+03,3.540433025190770877e+03,3.539661786230456528e+03,3.538445060679518974e+03,3.537264183100242008e+03,3.536822926769197693e+03,3.536785580195287821e+03,3.536528808593750000e+03
